loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,emp_length_missing,tot_coll_amt_missing_flag,tot_cur_bal_missing_flag,total_rev_hi_lim_missing_flag
8800, 36 months,14.33,302.18,C,C1,0.0,RENT,27560.0,Verified,Sep-12,n,debt_consolidation,TX,30.96,0.0,Dec-99,2.0,9.0,0.0,6444,89.5,32.0,f,0.0,INDIVIDUAL,0.0,0.0,76553.0,7200.0,0,0,0,0
